SubcategoryId	Benaming
41	Commerciële en financiële vaardigheden Aptitudes commerciales et financières Aankoop
41	Commerciële en financiële vaardigheden Aptitudes commerciales et financières Commercieel
41	Commerciële en financiële vaardigheden Aptitudes commerciales et financières Finances
41	Commerciële en financiële vaardigheden Aptitudes commerciales et financières Import en export
41	Commerciële en financiële vaardigheden Aptitudes commerciales et financières Marketing
41	Commerciële en financiële vaardigheden Aptitudes commerciales et financières Verkoop
41	communicatie 1 volledige dag
41	Communicatie 1d
41	Communicatie Communication Communicatie
41	Communicatie Communication Competentie
41	Communicatie en leidinggeven (open aanbod)
41	COMMUNICATIE MET DE ACHTERBAN
41	COMMUNICATIE MET DE ACHTERBAN  108 /2017
41	Communicatie met Impact
41	Communicatie te Hasselt en Genk
41	Communicatie te Peer, Hasselt en Genk
91	Communicatie voor (hoofd)verpleegkundigen
41	Communicatieadviseur
41	Communicatiemanagement
71	communicatiesystemen
91	Communicatietechnieken voor hoofdverpleegkundigen
71	communicatie-uitrusting installatie
71	communicatie-uitrusting onderhoud
3	communicatievaardigheden
3	Communicatieve vaardigheden en leiderschapsvaardigheden
41	Communicatiewetenschappen
41	Communicatin de base orale et écrite
41	Communicating for result (32 u)
41	Communicating for Results.
41	Communication
41	Communication 2eme année
41	Communication 2ème année
41	Communication chevronnés, niveau 2
41	Communication débutants, niveau 2
41	Communication et gestion d'equipe
41	Communication et management (formation complète, 4 modules)
41	Communication Niveau 1
41	Communication Niveau 2
41	Communication Niveau 3
41	Communication Non Violente (CNV)
41	Communication Studies
41	Communiceren en leidinggeven
41	Communiquer efficacement pour mieux collaborer
41	Communiquer sur les réseaux sociaux
71	Community service engineering
23	Comparative Vertebrate Morphology
41	Compensation and Benefits Management
71	competence development program (CDP)
71	Competence Development program for Wind Power Maintenance Engineers
41	Competentiemanagement Management des compétences Competenties beschrijven en meten
41	Competentiemanagement Management des compétences Gérer la formation du personnel de l'entreprise
41	Competentiemanagement Management des compétences Mener un entretien d'embauche
41	Competentiemanagement Management des compétences Opleiden en leren in een KMO
41	Competentiemanagement Management des compétences Opstellen van functiebeschrijvingen, werkpostprofielen
41	Competentiemanagement Management des compétences Structureren van evolutie- en evaluatiegesprekken
41	Competentiemanagement Management des compétences Structureren van werkplekleren
41	Competentiemanagement Management des compétences Wat is leer- en competentiemanagement ?
41	Competentiemanagement Management des compétences Wat is leer- en competentiemanagement?
71	Complex buitenschrijnwerk vergaren/samenstellen
71	Complexe interieurelementen vergaren/monteren
71	Complexe interieurelementen vergaren/samenstellen
71	Complexe meubelen vergaren/monteren
71	Complexe meubelen vergaren/samenstellen
71	Complexe trappen vergaren/samenstellen
71	Composietmateriaal bewerken
71	Composietmateriaal thermoformeren
41	Comprendre les bases de la comptabilité
92	Comprendre, analyser et intervenir de manière active sur les risques psychosociaux. Formation-Action dans le secteur des Maisons de Repos et des Maisons de Repos et de Soins 
41	Comptabilité
41	Comptabilité et finance pour non-financier
41	Comptabilité spécialisation
41	Comptes annuels et entreprise - Expression et communication - Revenus et fiscalité
41	Comptes annuels et entreprise - Prévention et Bien-être - Expression et communication - Revenus et fiscalité
61	Computer, nieuwe technologische toepassingen en multimedia
61	Computer? OK? Iets voor mij?
61	computeradministratie en -management
61	computergebruik
71	computerhardware
61	computermediatoepassingen
61	Computeropleidingen
71	computerreparatie
21	computerspel maken
71	computertechniek
61	computerwetenschap
61	Computerwetenschappen
71	Conceptie Alarmsystemen en -Centrales
71	Conception des machines : la Directive machine 2006/42/CE
102	Conditionering en veiligheid
72	Conditionnement en industrie alimentaire
41	Conditions de travail et bien-être - Revenus et fiscalité
71	Conducteur de chariot à fourche  ( voir N-1909-10)
71	Conducteur de chariot rétractable (voir N-1912-10)
72	Conducteur de machine d'impression digitale textile
71	Conducteurs d'engins
52	Conduite défensive et économique
52	Conduite défensive sur simulateur et sur la voie publique
71	Conduite d'engins de manutention spécifiques au verre
71	Conduite d'engins sur site
72	Confectioneur van dameskleding
72	Connaissance des matériaux
71	Connaissance du turboréacteur
72	Connaissance du verre et des produits verriers
51	Connaissance et maîtrise du périnée (CMP)
72	Connaissances des matériaux
71	Connaissances des matériaux métalliques
72	Connaissances des produits verriers
72	Connaissances gnénérales du verre: de sa composition à ses différentes applications en par le processus de fabrication et les produits spécifiques
102	Conseiller à la sécurité
102	Conseiller en prévention - niveau de base
102	Conseiller en Prevention Niv 1
102	Conseiller en prevention niv 3
102	Conseiller en prévention niveau 2
102	Conseiller en prevention niveau 3
102	Conseiller en prévention niveau 3
102	Conseiller en prevention niveau III
102	Conseiller en prévention: apprenez l'ABC pour vous simplifier la vie
73	Conservatie-restauratie
22	Conservation of Monuments and Sites
73	constructie uitrusting
72	Constructiestraat
73	constructionele metaalbewerking
41	Construire et gérer son projet
92	Consulent overgewicht, obesitas en gezonde levensstijl
41	consumentengedrag
72	Containerlader (80u)
92	Contextgerichte zorg - systemische gezins- en contextbegeleiding
92	Contextgerichte zorg -systematische gezins- en contextbegeleiding
42	Contextueel werken in functie van familiale bemiddeling
72	Continu;semi-continu stukverven/Teinture en continu; semi-continu
41	Contremaître et communication
41	Contrôle des circuits imprimés
91	Contrôle par radiographie - niveau 1
71	Controle par ressuage
71	Contrôle par ressuage - niveau 1
71	Contrôle par ressuage - niveau 2
71	Contrôle par ultrasons - niveau 1
71	Contrôle par ultrasons - niveau 2
71	Contrôle par ultrasons - niveau 2 (accès direct)
53	Controle pour magnétoscopie - niveau 1
53	Controle pour magnétoscopie - niveau 2
53	Controle pour magnétoscopie - niveau 2 (accès direct)
41	Controle Qualité
41	Contrôle qualité
72	Contrôler les exportations (control export)
41	Controleur de qualité
72	Controleur/losser R en BB T/P/VCE (120u)
71	Conventioneel draaien ism VDAB
71	Conventionele verpakkingstechnieken (draaien, frezen, boren)
71	Conventionele verspanningstechnieken
71	Conversion des installations frigorifiques (Drop-in ou Retr
91	Coordinateur de recherce clinique médicale en oncologie
72	Coordinateur en soudage
41	Coordinateur qualité
91	Coördinator klinische studies
91	Coördinator klinische studies (inleiding) 2012 2013
72	Coordonnateur soudage RWC-B
41	Copywriter
72	Cordonnerie
90	Corporate vitality manager
72	Corpuspers instellen/bedienen
101	cosmetologie
72	Cost Deployment
72	Coudre des jonctions (semi-automatique)
71	Coupe des outils fraisage
71	Coupe des outils fraissage
71	Coupe des outils tournages
71	Coupe des outils: tournage
71	Coupe des outils: tournage/fraisage
71	Couper des tissus tissés à plat (manuelle et semi-automatique)
71	Courant de Foucault niveau 1
91	Cours d'alphabétisation pour des adultes atteints d'une déficience auditive
23	Cours d'anglais professionnel
51	Cours de Base: section Biotechnologie
53	Cours de Base: section Chimie
92	Cours de formation à la pratique psychomotrice Aucouturier
23	Cours de français (alphabétisation)
101	Cours laitier pour l'industrie de la glace
103	Cours superieur prevention incidence
73	Couvreur-zingueur
23	creatief schrijven
21	creatieve en uitvoerende kunst
31	Creatieve therapie
41	CREDIT MANAGEMENT
41	CREDIT MANAGEMENT - 40 u
21	Créer des cartes interactives avec Googles Fusion
41	Créer/faire vivre : un management par projets
41	Créer/faire vivre : une gestion des compétences
61	Creo
61	CREO PARAMETRIC (TEKEN- EN BEREKENINGSPAKKET)
61	Creo Parametric (teken- en berekeningspakket)/Pro Engineer
61	Creo Parametric and Windchill
31	criminologie
31	Criminology
92	crisisondersteuning
23	Cultural Studies
71	Culture sûreté nucléaire
31	culturele geografie
22	culturele geschiedenis
23	Culturele studies
31	culturele studies
23	Cultures and Development Studies
23	Cultuurmanagement
32	curatorstudies
72	Cursus baktechnieken
72	cursus baktechnieken (N+F)
101	Cursus Bounce
61	Cursus intranet en gespecialiseerde informaticasystemen 
71	Cursus lassen
71	Cursus lassen (N+F)
41	Cursus opleiring arktos nieuw medewerker
91	Cursus palliatieve/terminale zorg voor begeleiders in de gehandicaptensector 2010
91	Cursus palliatieve/terminale zorg voor begeleiders in de gehandicaptenzorg 2009
91	Cursus palliatieve/terminale zorg voor opvoed(st)ers 2005
81	Cursus pluimveeslachthuizen
71	CURSUS RWC-B
61	Cursus TRU TOPS PUNCH
72	Cursus zuivelnijverheid - basistechnieken
41	Customer
41	Customer Management (bedrijfsinterne opleiding bij METES NV)
41	Customs update LS - TO, LS Inbound / outbound
72	Cutting optimizer -modulair
42	CV - Certificaat in internationale belastingsrecht
41	Cycle de formation pour les cadres moyens
42	Cycle de législation sociale
41	dactylo
41	DAF Management Program
91	Dagopleiding Bachelor in de verpleegkunde
91	Dagopleiding bachelor in verpleegkunde
92	dagopvang
73	Dakbekleding platte daken
73	Dakconstructies
73	Dakdekken schuine daken
73	Dakdekker leien en pannen
73	Dakdekker metalen dak
73	Daktimmer
73	Daktimmerman
72	Damatic
21	dans
72	Darmbewerking varkens/runderen
72	Darmverwerking naar operatiedraad
41	data entry
61	Data protection officer
61	Data-analist
61	database administrator
61	database en netwerkontwerp en administratie
61	Database SQL
61	Dbase III + basis met assistmenu
61	Dbase III + inleiding programmeren 
61	Dbase inleiding programmeren met toepassing personeelsadministratie
61	DCS ABB VOOR MSR
102	De agressiecoördinator in zijn kracht
41	De collega's doen instemmen met het syndicaal project en vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
72	De darmslijmerijen
41	De door het CPBW geopende actievooruitzichten 1 - Bedenkingen bij de werklast - en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
41	De door het CPBW geopende actievooruitzichten 2 - Analyse van de werksituaties en de arbeidsongevallen en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
91	De educatieve benadering van autisme-spectrum-stoornissen
41	De euro
91	De functionele eenheid van het bekken
11	De metapositie van de supervisor
31	De nieuwe culturele, sociale en economische realiteit op de werkvloer - 1
31	De nieuwe culturele, sociale en economische realiteit op de werkvloer - 2
31	De nieuwe culturele, sociale en economische realiteit op de werkvloer - 3
31	de nieuwe culturele, sociale en economische realiteit op de werkvloer - niveau 2 - OR-comité PB 2de jaar
41	De OR - Niveau 1
41	De OR - Niveau 2
41	De OR/SD - Provinciaal
41	De politieke en vakbondshefbomen op Europees niveau begrijpen en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
31	de rol vd verenigingen en de sociale organisaties bij het bouwen aan een samenleving met gelijke kansen-niveau 2
41	De SD
41	De sociaal economische realiteit in de onderneming
91	De Spiegeling
91	De taal van de verpleging
91	de verpleegkundige in de huisartspraktijk
92	De wolf en de zeven geitjes. Systeemtherapeutisch werken met het hechtingsperspectief
71	Dealer applicaties : basisopleiding
71	Dealer applicaties : voorbereiding roll-out
82	Débusqueur Skidder conduite et gestion (forestière)
72	Decorateur van textiel
21	Decoratief in de woning
21	decoratief metalen ambacht
21	Decoratieve technieken & vloerbekleding
21	Decorbouwer
73	Découpe plasma
91	Decubitus behandeling en preventie 
91	Decubituszorg–
91	Deeltijdse opleiding - verzorgende, Sint-Niklaas
91	Deeltijdse opleiding master na master kinesitherapie bij bijzondere groepen
91	Deeltijdse polyvalente opleiding voor verzorgenden, Antwerpen
91	Deeltijdse polyvalente opleiding voor verzorgenden, Gent
91	Deeltijdse polyvalente opleiding voor verzorgenden, Kortrijk
91	Deeltijdse polyvalente opleiding voor verzorgenden, Mechelen
102	Deeskalation und Gewaltprävention
103	defensie
11	Définition, mise en place et suivi d'indicateurs de maintenance
73	Dekvloerlegger
41	Délégation syndicale: 2 ième année
91	Deltaopleiding - hulpverlening
91	Dementie
31	demografie
41	demonstratietechnieken
91	Dentaaltechnicus
41	DES en Finance
41	DES en Marketing et Communication
22	DES en Ressources Humaines
71	Design Engineering
72	Design For Manufucturing
72	Design For Six Sigma (DFSS) Greenbelt
72	Design for Six Sigma Black Belt
72	Design for Six-Sigma (DFSS) Greenbelt
41	Design Management
61	design van computersystemen
21	design van industriële producten
61	DesignCad
91	Desinfectie- en sterilisatie in het ziekenhuis
91	Desinfectie en sterilisatietechnieken in het ziekenhuis
21	desktop publishing
91	Deskundigheidsmodule dementie, Oostende
61	Dessin assisté par ordinateur
61	Dessin assisté par ordinateur autoCAD
23	DEUTCH A2
41	Development evaluation and management (IOB)
61	Développement Application QT4
61	Développement de Systèmes Embarqués
91	Développement et perfectionnement en obstétrique
91	Développement et perfectionnement en soins infirmiers liés à la pathologie cardiovasculaire
91	DEVELOPPEMENT ET PERFECTIONNEMENT EN SOINS INFIRMIERS PERIOPERATOIRE
91	Developpement et perfectionnement en soins infirmiers périopératoire
91	Développement et perfectionnement en soins infirmiers prépiopératoire
61	Développement Systeme Android
11	DEVELOPPER SON LEADERSHIP CHEZ AUTOMATIC SYSTEMS
71	Devenir accompagnateur / formateur interne occasionnel (H/F)
11	Devenir formateur
61	Devenir le référent informatique local d'une organisation ou institution
102	Devenir vérificateur qualifié d'extincteurs portatifs et mobiles
11	Diabeteseducator
91	Diabeteseducator voor HBO5-verpleegkundigen
91	Diabeteszorg verdiepingsmodule
72	Diagnostic de défaillance pour opérateur de production
71	Diagnostic de pannes : Approche méthodologique et technique
71	Diagnostic de pannes sur installations de chauffage fuel/gaz
71	Diagnostic du dysfonctionnement
71	Diagnostic et remplacement des roulements
91	Diagnostiek en indicatiestellers
73	Dichtingswerken - Platte Daken
73	Dichtingwerker Platte Daken
11	didactiek
91	dieetkunde
92	Dienst maatschappelijk werk
100	diensten
101	diensten
102	diensten
103	diensten
104	diensten
108	diensten
109	diensten
101	Dienstverleners
101	Dienstverleners ledenbeheer
101	Dienstverleners uitkeringen
101	Dienstverlening
84	Dieren in de zorg- en welzijnssector Module 1 + Module 2
84	dierenartsassistent
84	dierenartswetenschappen
84	Dierengedragstherapeut
84	dierengeneeskunde
84	dierengezondheidszorg
52	dierenrijk
84	dierenverpleegkunde
84	Diergeneeskunde
84	diergeneeskundige verzorging
84	Diergeneeskundige wetenschappen
51	dierkunde
84	dierlijke reproductiewetenschap
91	diëtistprogramma's
71	Digitaal bedrukken
71	Digitaal drukker
71	Digitaal Technisch Tekenaar
21	Digital Arts and Entertainment
21	Digital arts en entertainment
22	Digital Humanities
71	digitale technologie
22	Diocesaan diploma voor het vak R.K. godsdienst
41	Diplôme en Gestion financière
41	Diplôme en sciences fiscales
42	Diplôme international de droit fiscal européen
21	Directeur, directrice: chef d'orchestre
41	Directeurs administratifs et financiers pour le secteur associatif
71	Directives sur les machines et sur la main-d'oevre
102	Dirigeant Type A
102	Dirigeant type A - attestation de compétence
11	Diriger une equipe
41	Disability management
41	Disablity management
72	Discontinu stukverven/Teinture pièces en discontinu
61	Displaywrite 4 (opfriscursus)
72	Distributielogistiek
21	DJ en producer
41	DM-Basisvorming 2de jaar 
61	DMP
61	DMS systemen
72	Dock 2 stock OP Trucks (40u)
72	Dock 2 stock OP VCE/P (40u)
32	documentatie
104	Documents: contrat de transport, CMR (convention relative au contrat de transport international de Marchandise par route) constat d'accident
73	dok- en haventechniek
91	doktersopleiding
71	Domotica
72	Domotica CNC Houtbewerking
41	Donnons la parole à vos conditions de travail
102	Doorgedreven professionele technieken en vaardigheden voor medewerk(st)ers poetsdienst (vroeger N-1556-07)
11	DOORGROEI B-C
11	Doorgroei B-C (32 u)
11	Doorgroeiopleiding
61	Doorhalen (Automatisch)
61	Doorhalen (MAnueel/semi-automatisch)
103	douane
71	Draaien, boren en frezen
71	Draaier Frezer
71	DRAAIER/FREZER
71	Draaitechnieken
21	drama
42	Droit (social, international et européen)
71	Drone onderhouds- en bouwtechnicus
71	Drone pilot klasse 1 - theorie
71	Drooginstallatie bedienen/instellen
101	droogkuis
21	Drukafwerker
21	drukken
21	Drukvoorbereider
21	drukwerk
61	Drupal
61	Drupal developer
61	DS actuatoren
61	DS sensoren
72	Dubbelstuk tapijtweven-fluweelweven/Tissage double-pièce tapis-velours
23	Duits
23	DUITS - 66 u
23	Duits - Intensieve Cursus P2
23	Duits A2 waystage
23	Duits basis
23	Duits richtgraad 1
23	Duits richtgraad 2
23	Duits richtgraad 3
23	Duits richtgraad 4
23	Duits voor beginnelingen
23	Duits voor beginners
23	Duits voor beginners (Tower Automotive)
23	Duits/Allemand
23	Duits: professionele gids/reisleider richtgraad 3
23	DUITSE LES - INDIVIDUELE SESSIES
31	durée du travail et carrière-la question du social aujourd'hui et les politiques sociales
72	DÜRR
72	Dürr - Kleeftechniek
91	Dyspraxie, dysgraphie et troubles visou-spatiaux
72	EAB - European Adhesive Border pm
71	E-Argus for RT dealers
72	EAS - European Adhesive Specialist
41	E-BBH (e-Basiskennis bedrijfsbeheer)
71	ECC1: kettingzaag onderhoud en korttechnieken 1 volledige dag
52	Ecodrive (op de openbare weg)
52	Ecodrive (sur la voie publique)
52	ecodrive op rijsimulator en op openbare weg
52	ECODRIVE SUR SIMULATEUR ET SUR LA VOIE PUBLIQUE
71	Ecolage d'installation Lack
52	ecologie
71	ecologische technologie
31	econometrie
31	Economics of Globalisation and European Integration (EM)
31	economie
31	Economie, recht en bedrijfskunde
31	Economische en toegepaste economische wetenschappen
31	Economische wetenschappen
31	Economische wetenschappen/toegepaste economische wetenschappen/toegepaste economische wetenschappen: handelsingenieur
52	Ecotechnologie
21	Edelsteenzetter
11	Edicateur en diabétologie
32	editeren
81	EDU plus 2014-2015
91	Edu Wond - Postgraduaat Stomatherapie en wondzorg
11	Educateur en diabétologie
11	Educatieve benadering van autisme-spectrum-stoornissen posthogeschoolvorming 
11	Educatieve studies
11	Educational Sciences
11	Educational Studies
91	EduWond - Postgraduaat Stomatherapie en Wondzorg
91	EduWond, Postgraduaat Stomatherapie en Wondzorg
91	Eduwond: postgraduaat stomatherapie en wondzorg 
41	Een vergadering voorbereiden en leiden en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
11	Eénjarige opleiding onderwijzer(es) -  Omgevormd tot bachelor B-route
23	eerste taal
91	eerstelijnszorg
11	Effectief leidinggeven
71	Efficience énergétique
61	Efficient tijdsbeheer met behulp van MS-Outlook
41	EFI 1 - De werking van het bedrijf begrijpen en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
41	EFI 2 - Elementen van een economische, financiële en syndicale analyse van de handelsvennootschappen en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
41	EFI non-profitsector - Jaarrekeningen in de non-profitsector begrijpen en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
102	EHBO
102	EHBO basis
102	EHBO basis 1d
102	EHBO nijverheidshelper ( met attest 3d
102	EHBO nijverheidshelper ( met attest) 3d
102	EHBO nijverheidshelper (met attest)
102	EHBO nijverheidshelper (met attest) 3 volledige dagen
102	EHBO nijverheidshelper (met attest) 3d
102	EHBO voor bedrijfshulpverleners.
102	EHBO: hulpverlening geïsoleerde arbeid
102	EHBO-nijverheidshelper
102	EHBO-nijverheidshelper (met attest)
102	EHBO-nijverheidshelper (met attest) 3d
21	EINDMONTAGE VDK -60
11	Elaboration du plan de formation: module d'initiation
71	ELECTRIAL MAINTENANCE
71	ELECTRIAL MAINTENANCE PAINT
71	Electrical Engineering
71	Electricité  
71	Électricité base tension (BA4-BA5)
71	Electricite de base
71	Electricité de base
71	Électricité de base
71	Électricité de base + perfectionnement
71	Électricité de base bâtiment
71	ELECTRICITE INDUSTRIELLE
71	Électricité industrielle - Installation industrielle
71	Électricité industrielle - perfectionnement instrumentation
71	Électricité industrielle (Base)
71	Électricité industrielle (remise à niveau)
71	Électricité industrielle haute tension BA4 - BA5
71	Électricité pour mécanicien et bobineur
71	Électricité pour mécaniciens
71	Électricité pour non-éléctricien
71	Electricité réparation
71	Electricité véhicules industriels 1
71	Electricité véhicules industriels 2
71	ELECTRICITEIT
71	Electriciteit basistechnieken 3d
71	Electriciteit en mechaniek
71	ELECTRICITEIT EN SCHAKELTECHNIEKEN
71	Electriciteit en verlichting op land- en tuinbouwmachines
71	Electriciteit en verlichting op tuinbouwmachines 3d
71	Electriciteit en verlichting op tuinbouwmachines voor beginners
71	Electricte de base
71	Electro acupunctuur
71	Electro Erosion
71	Electroérosion par défonçage
71	Electroérosion par enfonçage
71	Electroérosion par fil
71	Electro-mechanica
71	Electro-Mechanical Engineering
71	Electronics and Information Technology Engineering
71	Electronique de base
71	Electronique industrielle - perfectionnement
71	Electronique industrielle de base
71	Electronique remise à niveau
71	Electro-pneumatique
71	Electrotechnicien en technique automobile (EFK)
71	Electrotechnicien qualifié en technique automobile (EFK)
71	Electrotechnique industrielle perfectionnement
71	ELECTROTRANSPALLET
71	ELEKTRICIEN
71	ELEKTRICITEIT
71	Elektriciteit basis
71	Elektriciteit basistechnieken 2d
71	elektriciteit en energie
71	Elektriciteit en schakeldienst
71	elektriciteit en schakeltechnieken
71	Elektriciteit en schakeltechnieken : basis
71	Elektriciteit en schakeltechnieken : gevorderden
71	Elektriciteit en schakeltechnieken: basis
71	Elektriciteit en verlichting op land- en tuinbouwmachines
71	Elektriciteit en verlichting op land- en tuinbouwmachines 3 voll dagen
71	Elektriciteit en verlichting op land- en tuinbouwmachines 3d
71	Elektriciteit industriële voertuigen 1
71	Elektriciteit industriële voertuigen 2
71	Elektriciteit voor mekaniekers
71	Elektriciteit voor onderhoudsarbeiders
71	Elektriciteit-en schakeltechnieken
71	Elektrisch herstel (32 u)
71	Elektrisch lassen  
71	elektrische en mechanische bijscholing
71	Elektrische energie techniek
71	elektrische fitting
71	Elektrische Installaties Veiligheid
71	elektrische krachtgeneratie
71	elektrische techniek
71	elektrische transacties
71	ELEKTRODE LASSEN
71	Elektromecanicien
71	Elektromechanica
71	ELEKTROMECHANIEKER
71	Elektromechanieker (120 u)
71	Elektromotoren
71	elektronica en automatisering
71	Elektronicamonteur
71	elektronische techniek
71	Elektrotechnisch installateur
71	Elektrotechnisch monteur
61	Elucat
71	Embraer 170 + Embraer 190 B1 + B2 Practical
71	Embraer 170 + Embraer 190 B1 + B2 Theory
71	Embraer 170 + Embraer 190B1 + B2 Theory
31	Emotion Focused Therapy langdurige psychotherapie opleiding voor volwassenen - 4 jaar
31	Emotion-focused therapie level 2
91	EMPOWERMENT : PATIENT PARTENAIRE POUR SA SANTE
102	En toute sécurité à bord
71	Energie
71	Energie en fluida
71	Energiedeskundige type A
71	Energiedeskundige type A VERKORT
71	Energiedeskundige type B
71	energie-efficiëntie
71	Energiemanagement
71	energieproductie
71	energiestudies
71	Energietechnologie
71	Energy (EIT-KIC)
71	Energy for Work - Comment nourrir ses 4 énergies physiques
71	Energymanagement- en aankoop
72	ENERPAC LEVEL 1 EN 2 - BRAM SNELS EN KOEN WIJNANTS
72	ENERPAC LEVEL 1 EN 2 BRAM SNELS EN KOEN WIJNANTS
23	Engels
23	Engels - Opstap talen
23	Engels - Opstap TKO
23	Engels professioneel bedrijfsgericht richtgraad 3
23	Engels richtgraad 1
23	Engels richtgraad 2
23	Engels richtgraad 3
23	Engels Taaltraining
23	Engels voor Aziatische medewerkers
23	Engels voor beginners
23	Engels: professionele gids/reisleider richtgraad 3
53	Engineering Physics
61	Engineering: Computer Science
71	Engineering: Energy
23	Englais 2e CTSS
72	Ennoblissement discontinu
54	enquête ontwerpen
21	Entertainer
51	entomologie
41	Entreprise et relations collectives – Expression et communication – Revenus et fiscalité
52	Environmental Sanitation
52	Environmental Technology and Engineering (EM)
52	Environnement
52	Environnement : initiation
32	EPB opleiding voor nieuwe verslaggevers
91	Epidemiologie
71	EPLAN
71	EPLAN Electric (partie 1)
71	EPLAN Electric (partie 2)
71	EPLAN ELECTRIC P8 BASIC DEEL 1 (Bedrijfsinterne opleiding bij FN HERSTAL - AFDELING ZUTENDAAL)
71	EPLAN Electric P8 Basic Training deel 1
71	Eplan P8 basic training
71	Eplan PB Basis Training
71	Eplan Pro Panel
91	EPSC infirmier(ère) hospitalier(ère)-brevet
52	Epuration des eaux
71	Equilibrage sur equilibreuse d'atelier
91	Equine assisted therapy: hippotherapy
71	Equipement à vitesse variable
102	Equipement de travail : analyse des risques et mise en conformité
102	Equiper de premiere intervention
102	Equiper seconde intervention
103	Erfgoedbewaker - bekwaamheidsattest bewakingsagent
102	ergonomie
91	Ergotherapeuten aan het bed : comfortzorg en fixatie
91	Ergotherapeutische wetenschap (GO)
91	ergotherapie
91	Ergotherapie bij thuiswonende personen met dementie
81	Erkend gebruiker van sproeistoffen
81	Erkend gebruiker van sproeistoffen 20 d
81	Erkend gebruiker van sproeistoffen 20 voll d
81	Erkend gebruiker van sproeistoffen 20 volledige dagen
81	Erkend gebruiker van sproeistoffen 20d
11	Erkende opleiding voor (stage)mentoren
11	Erkenning voor werknemers die de 5 modules (=35u) volgen binnen hetzelfde kalenderjaar (tussen 1 september en 30 augustus)
61	ERP
61	ERP base
61	ERP niveau 1
61	ERP niveau 2
61	ERP niveau 3
61	ERP niveau 4
104	ERTMS Training Program
11	Ervaren medewerkers - leidinggevenden
92	Ervaringsdeskundige armoede & sociale uitsluiting
23	Espagnol
23	Espagnol débutant
23	Espagnol fort
23	Espagnol moyen
11	Estafette-opleiding (voorbehouden voor ondernemingen met Syntra-leerlingen of -stagiairs)
21	Esthetisch deskundige
22	Estudios Ibéricos e Iberoamericanos
92	ETA année 2 ( entreprise de travail adapté )
41	Etablir des devis justes et rentables
21	etalages ontwerpen
21	Etaleur-sfeerdecorateur
101	eten serveren
71	Ethernet en Profinet
22	ethiek
22	Ethiek in de ouderenzorg 
22	Ethiek op de werkvloer. Leren ethisch overleggen
22	Ethisch reflecteren in de zorg
22	Ethische procesbegeleider in de gezondheidszorg (2de jaar)
22	Ethische procesbegeleider in de gezondheidszorg (3de jaar)
31	ethnologie
22	Etische procesbegeleider in de gezondheidszorg
11	Etre animateur en centres de jeunes - formation à l'animation
21	etsen
41	Etude de criticité et mise en place d'un plan de maintenance
22	Europa binnenste buiten
31	European Politics and Policies
92	European Social Security
22	European Studies: Transnational en Global Perspectives
22	Europese studies: transnationale en mondiale perspectieven
22	EU-studies
91	Evidence Based Midwifery : EBM, wat doe je daar nu mee ?
91	Evidence based midwifery: EBM, wat doe je daar mee?
91	Evidence based midwifery: EBM, wat doe je daar nu mee
91	Evidence Based Midwifery: EBM, wat doe je daar nu mee?
91	Evidence based nuse practice
50	Exacte wetenschappen
61	Excel - base
61	Excel - perfectionnement
61	Excel base
61	Excel perfectionnement
61	Excell de base
41	Excellence opérationnelle
41	Executive Master Business Coaching (EMBC) - édition trois
41	Executive master in fiscale erfgoed
41	Exécutive master in Sypply chain management
41	Executive Masterclass in Controllership
61	Exel basis, gevorderd, vervolmaking
61	Exell de base
61	Exell initiation-perfectionnement
23	exogene talen
31	Experiënteel-integratief psychotherapeut voor kinderen, jongeren en hun gezin - 4 jaar
31	Experiëntieel-integratief psychotherapeut voor kinderen, jongeren en hun gezin - 4 jaar
72	Expertenopleiding lading zekeren
91	Expertise en diabétologie pour infirmiers
72	Export
72	Exportverantwoordelijke
41	Expression verbale et argumentation - Revenus et fiscalité
102	EXT_Expert en Détection incendie (A-First)
41	EXT_Onderhandelen tot de handdruk (Nego)
41	EXT_Pensioenseminarie_NL
71	EXTERNE OPLEIDING MET BETREKKING TOT EINDASSEMBLAGE
71	EXTERNE OPLEIDING MET BETREKKING TOT GARAGE-ACTIVITEITEN
71	EXTERNE OPLEIDING MET BETREKKING TOT LASFABRIEK
71	EXTERNE OPLEIDING MET BETREKKING TOT MONTAGE VAN MOTOREN
71	EXTERNE OPLEIDING MET BETREKKING TOT SPUITFABRIEK
71	Extruders plabo
71	EXTRUSIEPROCES IN NIEUWE TECHNOLOGIE
71	Extrusion
61	F.E.C. - Provence de Liège - ICT, onderneming en sociale dialoog
72	fabricage en verwerking
71	Fabrication additive : base
71	Fabrication additive : perfectionnement
61	Fabrication assistée par ordinateur
61	Fabrication assitée par ordinateur
91	Fachspezifische Weiterbildung Geriatrie
91	Fachspezifische Weiterbildung Intensiv- und Notfallpflege
91	Fachspezifische Weiterbildung Onkologie
